t,hand,index_raw_cm,index_used_cm,middle_raw_cm,mode,down,dragging,x,y
98.943,1,5.57,5.07,8.09,paused,0,0,1844,27
98.974,1,5.57,5.07,8.09,paused,0,0,1844,27
99.008,1,5.57,5.07,8.09,paused,0,0,1844,27
99.040,1,5.57,5.07,8.09,paused,0,0,1844,27
99.072,1,5.57,5.07,8.09,paused,0,0,1844,27
99.103,1,5.57,5.07,8.09,paused,0,0,1844,27
99.137,1,5.57,5.07,8.09,paused,0,0,1844,27
99.168,1,5.57,5.07,8.09,paused,0,0,1844,27
99.200,1,5.57,5.07,8.09,paused,0,0,1844,27
99.231,1,5.57,5.07,8.09,paused,0,0,1844,27
99.280,1,5.57,5.07,8.09,paused,0,0,1844,27
99.310,1,5.57,5.07,8.09,paused,0,0,1844,27
99.343,1,5.57,5.07,8.09,paused,0,0,1844,27
99.376,1,5.57,5.07,8.09,paused,0,0,1844,27
99.408,1,5.57,5.07,8.09,paused,0,0,1844,27
99.442,1,5.57,5.07,8.09,paused,0,0,1844,27
99.471,1,5.57,5.07,8.09,paused,0,0,1844,27
99.504,1,5.57,5.07,8.09,paused,0,0,1844,27
99.536,1,5.57,5.07,8.09,paused,0,0,1844,27
99.568,1,5.57,5.07,8.09,paused,0,0,1844,27
99.600,1,5.57,5.07,8.09,paused,0,0,1844,27
99.633,1,5.57,5.07,8.09,paused,0,0,1844,27
99.680,1,5.57,5.07,8.09,paused,0,0,1844,27
99.713,1,5.57,5.07,8.09,paused,0,0,1844,27
99.744,1,5.57,5.07,8.09,paused,0,0,1844,27
99.775,1,5.57,5.07,8.09,paused,0,0,1844,27
99.807,1,5.57,5.07,8.09,paused,0,0,1844,27
99.870,1,5.57,5.07,8.09,paused,0,0,1844,27
99.903,1,5.57,5.07,8.09,paused,0,0,1844,27
99.935,1,5.57,5.07,8.09,paused,0,0,1844,27
99.967,1,5.57,5.07,8.09,paused,0,0,1844,27
100.031,1,5.57,5.07,8.09,paused,0,0,1844,27
100.081,1,5.57,5.07,8.09,paused,0,0,1844,27
100.112,1,5.57,5.07,8.09,paused,0,0,1844,27
100.145,1,5.57,5.07,8.09,paused,0,0,1844,27
100.177,1,5.57,5.07,8.09,paused,0,0,1844,27
100.207,1,5.57,5.07,8.09,paused,0,0,1844,27
100.239,1,5.57,5.07,8.09,paused,0,0,1844,27
100.271,1,5.57,5.07,8.09,paused,0,0,1844,27
100.303,1,5.57,5.07,8.09,paused,0,0,1844,27
100.336,1,5.57,5.07,8.09,paused,0,0,1844,27
100.368,1,5.57,5.07,8.09,paused,0,0,1844,27
100.401,1,5.57,5.07,8.09,paused,0,0,1844,27
100.448,1,5.57,5.07,8.09,paused,0,0,1844,27
100.479,1,5.57,5.07,8.09,paused,0,0,1844,27
100.511,1,5.57,5.07,8.09,paused,0,0,1844,27
100.544,1,5.57,5.07,8.09,paused,0,0,1844,27
100.575,1,5.57,5.07,8.09,paused,0,0,1844,27
100.607,1,5.57,5.07,8.09,paused,0,0,1844,27
100.639,1,5.57,5.07,8.09,paused,0,0,1844,27
100.670,1,5.57,5.07,8.09,paused,0,0,1844,27
100.704,1,5.57,5.07,8.09,paused,0,0,1844,27
100.736,1,5.57,5.07,8.09,paused,0,0,1844,27
100.770,1,5.57,5.07,8.09,paused,0,0,1844,27
100.800,1,5.57,5.07,8.09,paused,0,0,1844,27
100.832,1,5.57,5.07,8.09,paused,0,0,1844,27
100.879,1,5.57,5.07,8.09,paused,0,0,1844,27
100.911,1,5.57,5.07,8.09,paused,0,0,1844,27
100.943,1,5.57,5.07,8.09,paused,0,0,1844,27
100.975,1,5.57,5.07,8.09,paused,0,0,1844,27
101.007,1,5.57,5.07,8.09,paused,0,0,1844,27
101.074,1,5.57,5.07,8.09,paused,0,0,1844,27
101.103,1,5.57,5.07,8.09,paused,0,0,1844,27
101.140,1,5.57,5.07,8.09,paused,0,0,1844,27
101.168,1,5.57,5.07,8.09,paused,0,0,1844,27
101.205,1,5.57,5.07,8.09,paused,0,0,1844,27
101.232,1,5.57,5.07,8.09,paused,0,0,1844,27
101.279,1,5.57,5.07,8.09,paused,0,0,1844,27
101.312,1,5.57,5.07,8.09,paused,0,0,1844,27
101.345,1,5.57,5.07,8.09,paused,0,0,1844,27
101.377,1,5.57,5.07,8.09,paused,0,0,1844,27
101.408,1,5.57,5.07,8.09,paused,0,0,1844,27
101.440,1,5.57,5.07,8.09,paused,0,0,1844,27
101.472,1,5.57,5.07,8.09,paused,0,0,1844,27
101.507,1,5.57,5.07,8.09,paused,0,0,1844,27
101.535,1,5.57,5.07,8.09,paused,0,0,1844,27
101.569,1,5.57,5.07,8.09,paused,0,0,1844,27
101.600,1,5.57,5.07,8.09,paused,0,0,1844,27
101.632,1,5.57,5.07,8.09,paused,0,0,1844,27
101.679,1,5.57,5.07,8.09,paused,0,0,1844,27
101.711,1,5.57,5.07,8.09,paused,0,0,1844,27
101.744,1,5.57,5.07,8.09,paused,0,0,1844,27
101.775,1,5.57,5.07,8.09,paused,0,0,1844,27
101.839,1,5.57,5.07,8.09,paused,0,0,1844,27
101.870,1,5.57,5.07,8.09,paused,0,0,1844,27
101.903,1,5.57,5.07,8.09,paused,0,0,1844,27
101.935,1,5.57,5.07,8.09,paused,0,0,1844,27
101.967,1,5.57,5.07,8.09,paused,0,0,1844,27
102.001,1,5.57,5.07,8.09,paused,0,0,1844,27
102.032,1,5.57,5.07,8.09,paused,0,0,1844,27
102.079,1,5.57,5.07,8.09,paused,0,0,1844,27
102.111,1,5.57,5.07,8.09,paused,0,0,1844,27
102.143,1,5.57,5.07,8.09,paused,0,0,1844,27
102.175,1,5.57,5.07,8.09,paused,0,0,1844,27
102.207,1,5.57,5.07,8.09,paused,0,0,1844,27
102.242,1,5.57,5.07,8.09,paused,0,0,1844,27
102.271,1,5.57,5.07,8.09,paused,0,0,1844,27
102.303,1,5.57,5.07,8.09,paused,0,0,1844,27
102.336,1,5.57,5.07,8.09,paused,0,0,1844,27
102.367,1,5.57,5.07,8.09,paused,0,0,1844,27
102.401,1,5.57,5.07,8.09,paused,0,0,1844,27
102.431,1,5.57,5.07,8.09,paused,0,0,1844,27
102.479,1,5.57,5.07,8.09,paused,0,0,1844,27
102.511,1,5.57,5.07,8.09,paused,0,0,1844,27
102.543,1,5.57,5.07,8.09,paused,0,0,1844,27
102.574,1,5.57,5.07,8.09,paused,0,0,1844,27
102.609,1,5.57,5.07,8.09,paused,0,0,1844,27
102.640,1,5.57,5.07,8.09,paused,0,0,1844,27
102.671,1,5.57,5.07,8.09,paused,0,0,1844,27
102.708,1,5.57,5.07,8.09,paused,0,0,1844,27
102.736,1,5.57,5.07,8.09,paused,0,0,1844,27
102.769,1,5.57,5.07,8.09,paused,0,0,1844,27
102.801,1,5.57,5.07,8.09,paused,0,0,1844,27
102.833,1,5.57,5.07,8.09,paused,0,0,1844,27
102.879,1,5.57,5.07,8.09,paused,0,0,1844,27
102.911,1,5.57,5.07,8.09,paused,0,0,1844,27
102.944,1,5.57,5.07,8.09,paused,0,0,1844,27
102.975,1,5.57,5.07,8.09,paused,0,0,1844,27
103.007,1,5.57,5.07,8.09,paused,0,0,1844,27
103.042,1,5.57,5.07,8.09,paused,0,0,1844,27
103.072,1,5.57,5.07,8.09,paused,0,0,1844,27
103.104,1,5.57,5.07,8.09,paused,0,0,1844,27
103.137,1,5.57,5.07,8.09,paused,0,0,1844,27
103.168,1,5.57,5.07,8.09,paused,0,0,1844,27
103.200,1,5.57,5.07,8.09,paused,0,0,1844,27
103.263,1,5.57,5.07,8.09,paused,0,0,1844,27
103.312,1,5.57,5.07,8.09,paused,0,0,1844,27
103.342,1,5.57,5.07,8.09,paused,0,0,1844,27
103.375,1,5.57,5.07,8.09,paused,0,0,1844,27
103.407,1,5.57,5.07,8.09,paused,0,0,1844,27
103.440,1,5.57,5.07,8.09,paused,0,0,1844,27
103.473,1,5.57,5.07,8.09,paused,0,0,1844,27
103.503,1,5.57,5.07,8.09,paused,0,0,1844,27
103.536,1,5.57,5.07,8.09,paused,0,0,1844,27
103.568,1,5.57,5.07,8.09,paused,0,0,1844,27
103.601,1,5.57,5.07,8.09,paused,0,0,1844,27
103.632,1,5.57,5.07,8.09,paused,0,0,1844,27
103.664,1,5.57,5.07,8.09,paused,0,0,1844,27
103.720,1,5.57,5.07,8.09,paused,0,0,1844,27
103.745,1,5.57,5.07,8.09,paused,0,0,1844,27
103.775,1,5.57,5.07,8.09,paused,0,0,1844,27
103.807,1,5.57,5.07,8.09,paused,0,0,1844,27
103.839,1,5.57,5.07,8.09,paused,0,0,1844,27
103.903,1,5.57,5.07,8.09,paused,0,0,1844,27
103.935,1,5.57,5.07,8.09,paused,0,0,1844,27
103.969,1,5.57,5.07,8.09,paused,0,0,1844,27
104.004,1,5.57,5.07,8.09,paused,0,0,1844,27
104.032,1,5.57,5.07,8.09,paused,0,0,1844,27
104.079,1,5.57,5.07,8.09,paused,0,0,1844,27
104.110,1,5.57,5.07,8.09,paused,0,0,1844,27
104.143,1,5.57,5.07,8.09,paused,0,0,1844,27
104.176,1,5.57,5.07,8.09,paused,0,0,1844,27
104.210,1,5.57,5.07,8.09,paused,0,0,1844,27
104.240,1,5.57,5.07,8.09,paused,0,0,1844,27
104.272,1,5.57,5.07,8.09,paused,0,0,1844,27
104.304,1,5.57,5.07,8.09,paused,0,0,1844,27
104.336,1,5.57,5.07,8.09,paused,0,0,1844,27
104.368,1,5.57,5.07,8.09,paused,0,0,1844,27
104.399,1,5.57,5.07,8.09,paused,0,0,1844,27
104.431,1,5.57,5.07,8.09,paused,0,0,1844,27
104.482,1,5.57,5.07,8.09,paused,0,0,1844,27
104.511,1,5.57,5.07,8.09,paused,0,0,1844,27
104.544,1,5.57,5.07,8.09,paused,0,0,1844,27
104.576,1,5.57,5.07,8.09,paused,0,0,1844,27
104.607,1,5.57,5.07,8.09,paused,0,0,1844,27
104.640,1,5.57,5.07,8.09,paused,0,0,1844,27
104.673,1,5.57,5.07,8.09,paused,0,0,1844,27
104.735,1,5.57,5.07,8.09,paused,0,0,1844,27
104.768,1,5.57,5.07,8.09,paused,0,0,1844,27
104.798,1,5.57,5.07,8.09,paused,0,0,1844,27
104.833,1,5.57,5.07,8.09,paused,0,0,1844,27
104.880,1,5.57,5.07,8.09,paused,0,0,1844,27
104.910,1,5.57,5.07,8.09,paused,0,0,1844,27
104.943,1,5.57,5.07,8.09,paused,0,0,1844,27
104.975,1,5.57,5.07,8.09,paused,0,0,1844,27
105.007,1,5.57,5.07,8.09,paused,0,0,1844,27
105.039,1,5.57,5.07,8.09,paused,0,0,1844,27
105.071,1,5.57,5.07,8.09,paused,0,0,1844,27
105.103,1,5.57,5.07,8.09,paused,0,0,1844,27
105.134,1,5.57,5.07,8.09,paused,0,0,1844,27
105.168,1,5.57,5.07,8.09,paused,0,0,1844,27
105.200,1,5.57,5.07,8.09,paused,0,0,1844,27
105.232,1,5.57,5.07,8.09,paused,0,0,1844,27
105.279,1,5.57,5.07,8.09,paused,0,0,1844,27
105.311,1,5.57,5.07,8.09,paused,0,0,1844,27
105.343,1,5.57,5.07,8.09,paused,0,0,1844,27
105.375,1,5.57,5.07,8.09,paused,0,0,1844,27
105.408,1,5.57,5.07,8.09,paused,0,0,1844,27
105.439,1,5.57,5.07,8.09,paused,0,0,1844,27
105.474,1,5.57,5.07,8.09,paused,0,0,1844,27
105.504,1,5.57,5.07,8.09,paused,0,0,1844,27
105.537,1,5.57,5.07,8.09,paused,0,0,1844,27
105.570,1,5.57,5.07,8.09,paused,0,0,1844,27
105.600,1,5.57,5.07,8.09,paused,0,0,1844,27
105.632,1,5.57,5.07,8.09,paused,0,0,1844,27
105.679,1,5.57,5.07,8.09,paused,0,0,1844,27
105.711,1,5.57,5.07,8.09,paused,0,0,1844,27
105.775,1,5.57,5.07,8.09,paused,0,0,1844,27
105.809,1,5.57,5.07,8.09,paused,0,0,1844,27
105.843,1,5.57,5.07,8.09,paused,0,0,1844,27
105.873,1,5.57,5.07,8.09,paused,0,0,1844,27
105.935,1,5.57,5.07,8.09,paused,0,0,1844,27
105.968,1,5.57,5.07,8.09,paused,0,0,1844,27
105.999,1,5.57,5.07,8.09,paused,0,0,1844,27
106.034,1,5.57,5.07,8.09,paused,0,0,1844,27
106.079,1,5.57,5.07,8.09,paused,0,0,1844,27
106.111,1,5.57,5.07,8.09,paused,0,0,1844,27
106.144,1,5.57,5.07,8.09,paused,0,0,1844,27
106.176,1,5.57,5.07,8.09,paused,0,0,1844,27
106.211,1,5.57,5.07,8.09,paused,0,0,1844,27
106.241,1,5.57,5.07,8.09,paused,0,0,1844,27
106.272,1,5.57,5.07,8.09,paused,0,0,1844,27
106.306,1,5.57,5.07,8.09,paused,0,0,1844,27
106.338,1,5.57,5.07,8.09,paused,0,0,1844,27
106.368,1,5.57,5.07,8.09,paused,0,0,1844,27
106.400,1,5.57,5.07,8.09,paused,0,0,1844,27
106.431,1,5.57,5.07,8.09,paused,0,0,1844,27
106.480,1,5.57,5.07,8.09,paused,0,0,1844,27
106.512,1,5.57,5.07,8.09,paused,0,0,1844,27
106.544,1,5.57,5.07,8.09,paused,0,0,1844,27
106.607,1,5.57,5.07,8.09,paused,0,0,1844,27
106.640,1,5.57,5.07,8.09,paused,0,0,1844,27
106.671,1,5.57,5.07,8.09,paused,0,0,1844,27
106.704,1,5.57,5.07,8.09,paused,0,0,1844,27
106.736,1,5.57,5.07,8.09,paused,0,0,1844,27
106.768,1,5.57,5.07,8.09,paused,0,0,1844,27
106.800,1,5.57,5.07,8.09,paused,0,0,1844,27
106.833,1,5.57,5.07,8.09,paused,0,0,1844,27
106.880,1,5.57,5.07,8.09,paused,0,0,1844,27
106.912,1,5.57,5.07,8.09,paused,0,0,1844,27
106.944,1,5.57,5.07,8.09,paused,0,0,1844,27
106.977,1,5.57,5.07,8.09,paused,0,0,1844,27
107.009,1,5.57,5.07,8.09,paused,0,0,1844,27
107.040,1,5.57,5.07,8.09,paused,0,0,1844,27
107.072,1,5.57,5.07,8.09,paused,0,0,1844,27
107.104,1,5.57,5.07,8.09,paused,0,0,1844,27
107.137,1,5.57,5.07,8.09,paused,0,0,1844,27
107.167,1,5.57,5.07,8.09,paused,0,0,1844,27
107.231,1,5.57,5.07,8.09,paused,0,0,1844,27
107.280,1,5.57,5.07,8.09,paused,0,0,1844,27
107.312,1,5.57,5.07,8.09,paused,0,0,1844,27
107.344,1,5.57,5.07,8.09,paused,0,0,1844,27
107.375,1,5.57,5.07,8.09,paused,0,0,1844,27
107.408,1,5.57,5.07,8.09,paused,0,0,1844,27
107.440,1,5.57,5.07,8.09,paused,0,0,1844,27
107.473,1,5.57,5.07,8.09,paused,0,0,1844,27
107.504,1,5.57,5.07,8.09,paused,0,0,1844,27
107.536,1,5.57,5.07,8.09,paused,0,0,1844,27
107.567,1,5.57,5.07,8.09,paused,0,0,1844,27
107.631,1,5.57,5.07,8.09,paused,0,0,1844,27
107.680,1,5.57,5.07,8.09,paused,0,0,1844,27
107.711,1,5.57,5.07,8.09,paused,0,0,1844,27
107.742,1,5.57,5.07,8.09,paused,0,0,1844,27
107.775,1,5.57,5.07,8.09,paused,0,0,1844,27
107.807,1,5.57,5.07,8.09,paused,0,0,1844,27
107.840,1,5.57,5.07,8.09,paused,0,0,1844,27
107.873,1,5.57,5.07,8.09,paused,0,0,1844,27
107.903,1,5.57,5.07,8.09,paused,0,0,1844,27
107.935,1,5.57,5.07,8.09,paused,0,0,1844,27
107.999,1,5.57,5.07,8.09,paused,0,0,1844,27
108.031,1,5.57,5.07,8.09,paused,0,0,1844,27
108.080,1,5.57,5.07,8.09,paused,0,0,1844,27
108.111,1,5.57,5.07,8.09,paused,0,0,1844,27
108.142,1,5.57,5.07,8.09,paused,0,0,1844,27
108.176,1,5.57,5.07,8.09,paused,0,0,1844,27
108.211,1,5.57,5.07,8.09,paused,0,0,1844,27
108.274,1,5.57,5.07,8.09,paused,0,0,1844,27
108.304,1,5.57,5.07,8.09,paused,0,0,1844,27
108.337,1,5.57,5.07,8.09,paused,0,0,1844,27
108.368,1,5.57,5.07,8.09,paused,0,0,1844,27
108.400,1,5.57,5.07,8.09,paused,0,0,1844,27
108.432,1,5.57,5.07,8.09,paused,0,0,1844,27
108.479,1,5.57,5.07,8.09,paused,0,0,1844,27
108.511,1,5.57,5.07,8.09,paused,0,0,1844,27
108.542,1,5.57,5.07,8.09,paused,0,0,1844,27
108.575,1,5.57,5.07,8.09,paused,0,0,1844,27
108.607,1,5.57,5.07,8.09,paused,0,0,1844,27
108.646,1,5.57,5.07,8.09,paused,0,0,1844,27
108.673,1,5.57,5.07,8.09,paused,0,0,1844,27
108.705,1,5.57,5.07,8.09,paused,0,0,1844,27
108.737,1,5.57,5.07,8.09,paused,0,0,1844,27
108.768,1,5.57,5.07,8.09,paused,0,0,1844,27
108.831,1,5.57,5.07,8.09,paused,0,0,1844,27
108.879,1,5.57,5.07,8.09,paused,0,0,1844,27
108.911,1,5.57,5.07,8.09,paused,0,0,1844,27
108.942,1,5.57,5.07,8.09,paused,0,0,1844,27
108.975,1,5.57,5.07,8.09,paused,0,0,1844,27
109.007,1,5.57,5.07,8.09,paused,0,0,1844,27
109.039,1,5.57,5.07,8.09,paused,0,0,1844,27
109.071,1,5.57,5.07,8.09,paused,0,0,1844,27
109.103,1,5.57,5.07,8.09,paused,0,0,1844,27
109.135,1,5.57,5.07,8.09,paused,0,0,1844,27
109.171,1,5.57,5.07,8.09,paused,0,0,1844,27
109.200,1,5.57,5.07,8.09,paused,0,0,1844,27
109.232,1,5.57,5.07,8.09,paused,0,0,1844,27
109.279,1,5.57,5.07,8.09,paused,0,0,1844,27
109.311,1,5.57,5.07,8.09,paused,0,0,1844,27
109.342,1,5.57,5.07,8.09,paused,0,0,1844,27
109.375,1,5.57,5.07,8.09,paused,0,0,1844,27
109.410,1,5.57,5.07,8.09,paused,0,0,1844,27
109.440,1,5.57,5.07,8.09,paused,0,0,1844,27
109.473,1,5.57,5.07,8.09,paused,0,0,1844,27
109.504,1,5.57,5.07,8.09,paused,0,0,1844,27
109.538,1,5.57,5.07,8.09,paused,0,0,1844,27
109.568,1,5.57,5.07,8.09,paused,0,0,1844,27
109.600,1,5.57,5.07,8.09,paused,0,0,1844,27
109.633,1,5.57,5.07,8.09,paused,0,0,1844,27
109.678,1,5.57,5.07,8.09,paused,0,0,1844,27
109.713,1,5.57,5.07,8.09,paused,0,0,1844,27
109.744,1,5.57,5.07,8.09,paused,0,0,1844,27
109.779,1,5.57,5.07,8.09,paused,0,0,1844,27
109.808,1,5.57,5.07,8.09,paused,0,0,1844,27
109.839,1,5.57,5.07,8.09,paused,0,0,1844,27
109.873,1,5.57,5.07,8.09,paused,0,0,1844,27
109.903,1,5.57,5.07,8.09,paused,0,0,1844,27
109.967,1,5.57,5.07,8.09,paused,0,0,1844,27
109.999,1,5.57,5.07,8.09,paused,0,0,1844,27
110.031,1,5.57,5.07,8.09,paused,0,0,1844,27
110.080,1,5.57,5.07,8.09,paused,0,0,1844,27
110.111,1,5.57,5.07,8.09,paused,0,0,1844,27
110.143,1,5.57,5.07,8.09,paused,0,0,1844,27
110.176,1,5.57,5.07,8.09,paused,0,0,1844,27
110.207,1,5.57,5.07,8.09,paused,0,0,1844,27
110.244,1,5.57,5.07,8.09,paused,0,0,1844,27
110.274,1,5.57,5.07,8.09,paused,0,0,1844,27
110.304,1,5.57,5.07,8.09,paused,0,0,1844,27
110.336,1,5.57,5.07,8.09,paused,0,0,1844,27
110.369,1,5.57,5.07,8.09,paused,0,0,1844,27
110.400,1,5.57,5.07,8.09,paused,0,0,1844,27
110.432,1,5.57,5.07,8.09,paused,0,0,1844,27
110.479,1,5.57,5.07,8.09,paused,0,0,1844,27
110.513,1,5.57,5.07,8.09,paused,0,0,1844,27
110.544,1,5.57,5.07,8.09,paused,0,0,1844,27
110.577,1,5.57,5.07,8.09,paused,0,0,1844,27
110.608,1,5.57,5.07,8.09,paused,0,0,1844,27
110.641,1,5.57,5.07,8.09,paused,0,0,1844,27
110.673,1,5.57,5.07,8.09,paused,0,0,1844,27
110.736,1,5.57,5.07,8.09,paused,0,0,1844,27
110.767,1,5.57,5.07,8.09,paused,0,0,1844,27
110.800,1,5.57,5.07,8.09,paused,0,0,1844,27
110.834,1,5.57,5.07,8.09,paused,0,0,1844,27
110.879,1,5.57,5.07,8.09,paused,0,0,1844,27
110.911,1,5.57,5.07,8.09,paused,0,0,1844,27
110.944,1,5.57,5.07,8.09,paused,0,0,1844,27
110.975,1,5.57,5.07,8.09,paused,0,0,1844,27
111.007,1,5.57,5.07,8.09,paused,0,0,1844,27
111.043,1,5.57,5.07,8.09,paused,0,0,1844,27
111.072,1,5.57,5.07,8.09,paused,0,0,1844,27
111.104,1,5.57,5.07,8.09,paused,0,0,1844,27
111.135,1,5.57,5.07,8.09,paused,0,0,1844,27
111.168,1,5.57,5.07,8.09,paused,0,0,1844,27
111.199,1,5.57,5.07,8.09,paused,0,0,1844,27
111.232,1,5.57,5.07,8.09,paused,0,0,1844,27
111.280,1,5.57,5.07,8.09,paused,0,0,1844,27
111.312,1,5.57,5.07,8.09,paused,0,0,1844,27
111.344,1,5.57,5.07,8.09,paused,0,0,1844,27
111.376,1,5.57,5.07,8.09,paused,0,0,1844,27
111.409,1,5.57,5.07,8.09,paused,0,0,1844,27
111.440,1,5.57,5.07,8.09,paused,0,0,1844,27
111.471,1,5.57,5.07,8.09,paused,0,0,1844,27
111.503,1,5.57,5.07,8.09,paused,0,0,1844,27
111.535,1,5.57,5.07,8.09,paused,0,0,1844,27
111.567,1,5.57,5.07,8.09,paused,0,0,1844,27
111.598,1,5.57,5.07,8.09,paused,0,0,1844,27
111.631,1,5.57,5.07,8.09,paused,0,0,1844,27
111.680,1,5.57,5.07,8.09,paused,0,0,1844,27
111.714,1,5.57,5.07,8.09,paused,0,0,1844,27
111.743,1,5.57,5.07,8.09,paused,0,0,1844,27
111.777,1,5.57,5.07,8.09,paused,0,0,1844,27
111.807,1,5.57,5.07,8.09,paused,0,0,1844,27
111.838,1,5.57,5.07,8.09,paused,0,0,1844,27
111.903,1,5.57,5.07,8.09,paused,0,0,1844,27
111.936,1,5.57,5.07,8.09,paused,0,0,1844,27
111.967,1,5.57,5.07,8.09,paused,0,0,1844,27
111.999,1,5.57,5.07,8.09,paused,0,0,1844,27
112.030,1,5.57,5.07,8.09,paused,0,0,1844,27
112.063,1,5.57,5.07,8.09,paused,0,0,1844,27
112.113,1,5.57,5.07,8.09,paused,0,0,1844,27
112.143,1,5.57,5.07,8.09,paused,0,0,1844,27
112.176,1,5.57,5.07,8.09,paused,0,0,1844,27
112.208,1,5.57,5.07,8.09,paused,0,0,1844,27
112.239,1,5.57,5.07,8.09,paused,0,0,1844,27
112.272,1,5.57,5.07,8.09,paused,0,0,1844,27
112.304,1,5.57,5.07,8.09,paused,0,0,1844,27
112.335,1,5.57,5.07,8.09,paused,0,0,1844,27
112.371,1,5.57,5.07,8.09,paused,0,0,1844,27
112.400,1,5.57,5.07,8.09,paused,0,0,1844,27
112.433,1,5.57,5.07,8.09,paused,0,0,1844,27
112.479,1,5.57,5.07,8.09,paused,0,0,1844,27
112.511,1,5.57,5.07,8.09,paused,0,0,1844,27
112.542,1,5.57,5.07,8.09,paused,0,0,1844,27
112.575,1,5.57,5.07,8.09,paused,0,0,1844,27
112.607,1,5.57,5.07,8.09,paused,0,0,1844,27
112.639,1,5.57,5.07,8.09,paused,0,0,1844,27
112.671,1,5.57,5.07,8.09,paused,0,0,1844,27
112.703,1,5.57,5.07,8.09,paused,0,0,1844,27
112.735,1,5.57,5.07,8.09,paused,0,0,1844,27
112.767,1,5.57,5.07,8.09,paused,0,0,1844,27
112.807,1,5.57,5.07,8.09,paused,0,0,1844,27
112.834,1,5.57,5.07,8.09,paused,0,0,1844,27
112.878,1,5.57,5.07,8.09,paused,0,0,1844,27
112.911,1,5.57,5.07,8.09,paused,0,0,1844,27
112.943,1,5.57,5.07,8.09,paused,0,0,1844,27
112.975,1,5.57,5.07,8.09,paused,0,0,1844,27
113.007,1,5.57,5.07,8.09,paused,0,0,1844,27
113.039,1,5.57,5.07,8.09,paused,0,0,1844,27
113.072,1,5.57,5.07,8.09,paused,0,0,1844,27
113.104,1,5.57,5.07,8.09,paused,0,0,1844,27
113.135,1,5.57,5.07,8.09,paused,0,0,1844,27
113.169,1,5.57,5.07,8.09,paused,0,0,1844,27
113.199,1,5.57,5.07,8.09,paused,0,0,1844,27
113.232,1,5.57,5.07,8.09,paused,0,0,1844,27
113.281,1,5.57,5.07,8.09,paused,0,0,1844,27
113.311,1,5.57,5.07,8.09,paused,0,0,1844,27
113.345,1,5.57,5.07,8.09,paused,0,0,1844,27
113.376,1,5.57,5.07,8.09,paused,0,0,1844,27
113.409,1,5.57,5.07,8.09,paused,0,0,1844,27
113.441,1,5.57,5.07,8.09,paused,0,0,1844,27
113.472,1,5.57,5.07,8.09,paused,0,0,1844,27
113.504,1,5.57,5.07,8.09,paused,0,0,1844,27
113.536,1,5.57,5.07,8.09,paused,0,0,1844,27
113.567,1,5.57,5.07,8.09,paused,0,0,1844,27
113.599,1,5.57,5.07,8.09,paused,0,0,1844,27
113.631,1,5.57,5.07,8.09,paused,0,0,1844,27
113.681,1,5.57,5.07,8.09,paused,0,0,1844,27
113.713,1,5.57,5.07,8.09,paused,0,0,1844,27
113.746,1,5.57,5.07,8.09,paused,0,0,1844,27
113.776,1,5.57,5.07,8.09,paused,0,0,1844,27
113.839,1,5.57,5.07,8.09,paused,0,0,1844,27
113.872,1,5.57,5.07,8.09,paused,0,0,1844,27
113.904,1,5.57,5.07,8.09,paused,0,0,1844,27
113.936,1,5.57,5.07,8.09,paused,0,0,1844,27
113.968,1,5.57,5.07,8.09,paused,0,0,1844,27
114.000,1,5.57,5.07,8.09,paused,0,0,1844,27
114.037,1,5.57,5.07,8.09,paused,0,0,1844,27
114.064,1,5.57,5.07,8.09,paused,0,0,1844,27
114.111,1,5.57,5.07,8.09,paused,0,0,1844,27
114.143,1,5.57,5.07,8.09,paused,0,0,1844,27
114.175,1,5.57,5.07,8.09,paused,0,0,1844,27
114.207,1,5.57,5.07,8.09,paused,0,0,1844,27
114.238,1,5.57,5.07,8.09,paused,0,0,1844,27
114.273,1,5.57,5.07,8.09,paused,0,0,1844,27
114.305,1,5.57,5.07,8.09,paused,0,0,1844,27
114.338,1,5.57,5.07,8.09,paused,0,0,1844,27
114.369,1,5.57,5.07,8.09,paused,0,0,1844,27
114.400,1,5.57,5.07,8.09,paused,0,0,1844,27
114.433,1,5.57,5.07,8.09,paused,0,0,1844,27
114.464,1,5.57,5.07,8.09,paused,0,0,1844,27
114.512,1,5.57,5.07,8.09,paused,0,0,1844,27
114.543,1,5.57,5.07,8.09,paused,0,0,1844,27
114.575,1,5.57,5.07,8.09,paused,0,0,1844,27
114.609,1,5.57,5.07,8.09,paused,0,0,1844,27
114.640,1,5.57,5.07,8.09,paused,0,0,1844,27
114.674,1,5.57,5.07,8.09,paused,0,0,1844,27
114.703,1,5.57,5.07,8.09,paused,0,0,1844,27
114.736,1,5.57,5.07,8.09,paused,0,0,1844,27
114.768,1,5.57,5.07,8.09,paused,0,0,1844,27
114.800,1,5.57,5.07,8.09,paused,0,0,1844,27
114.831,1,5.57,5.07,8.09,paused,0,0,1844,27
114.880,1,5.57,5.07,8.09,paused,0,0,1844,27
114.912,1,5.57,5.07,8.09,paused,0,0,1844,27
114.944,1,5.57,5.07,8.09,paused,0,0,1844,27
114.976,1,5.57,5.07,8.09,paused,0,0,1844,27
115.010,1,5.57,5.07,8.09,paused,0,0,1844,27
115.039,1,5.57,5.07,8.09,paused,0,0,1844,27
