t,hand,index_raw_cm,index_used_cm,middle_raw_cm,mode,down,dragging,x,y
0.000,1,16.09,17.23,26.27,move,0,0,1460,809
0.047,1,16.33,16.33,24.54,move,0,0,1464,803
0.078,1,17.92,16.33,24.54,move,0,0,1465,800
0.111,1,16.71,16.71,25.16,move,0,0,1467,798
0.142,1,17.46,17.46,25.72,move,0,0,1469,796
0.174,1,17.81,17.46,25.72,move,0,0,1470,792
0.207,1,15.14,17.46,25.72,move,0,0,1473,785
0.240,1,16.09,16.09,23.58,move,0,0,1473,778
0.271,1,13.38,15.14,22.49,move,0,0,1474,766
0.303,1,12.83,13.38,19.53,move,0,0,1474,750
0.336,1,13.20,13.20,19.50,move,0,0,1474,736
0.369,1,13.33,13.20,19.50,move,0,0,1473,717
0.398,1,12.77,13.20,19.50,move,0,0,1472,697
0.447,1,10.64,12.77,19.09,move,0,0,1470,672
0.481,1,12.36,12.36,17.91,move,0,0,1469,648
0.511,1,12.59,12.36,17.91,move,0,0,1461,616
0.544,1,12.62,12.59,18.00,move,0,0,1454,587
0.607,1,12.43,12.59,18.00,move,0,0,1439,528
0.639,1,13.57,12.62,18.14,move,0,0,1430,502
0.671,1,13.38,13.38,18.15,move,0,0,1418,477
0.704,1,13.18,13.38,18.15,move,0,0,1409,450
0.736,1,13.21,13.21,17.85,move,0,0,1404,431
0.799,1,13.09,13.18,17.66,move,0,0,1389,388
0.847,1,13.33,13.21,17.85,move,0,0,1384,369
0.879,1,12.58,13.09,17.66,move,0,0,1379,354
0.910,1,12.85,12.85,17.22,move,0,0,1376,341
0.943,1,12.27,12.58,16.89,move,0,0,1371,328
0.984,1,12.45,12.45,16.72,move,0,0,1368,318
1.009,1,12.47,12.45,16.70,move,0,0,1366,310
1.040,1,12.36,12.45,16.70,move,0,0,1362,301
1.071,1,12.40,12.40,16.54,move,0,0,1356,294
1.134,1,12.28,12.36,16.53,move,0,0,1340,270
1.167,1,12.12,12.28,16.44,move,0,0,1330,254
1.199,1,12.20,12.20,16.32,move,0,0,1321,236
1.246,1,11.95,12.12,16.23,move,0,0,1309,220
1.278,1,11.85,11.95,16.04,move,0,0,1302,205
1.312,1,12.00,11.95,16.04,move,0,0,1296,192
1.345,1,11.98,11.98,16.02,move,0,0,1290,184
1.377,1,11.85,11.98,16.02,move,0,0,1287,177
1.408,1,11.73,11.85,15.92,move,0,0,1284,173
1.439,1,11.59,11.73,15.75,move,0,0,1284,172
1.471,1,11.65,11.65,15.63,move,0,0,1285,171
1.504,1,11.76,11.65,15.63,move,0,0,1285,172
1.536,1,11.75,11.75,15.69,move,0,0,1287,173
1.569,1,11.69,11.75,15.70,move,0,0,1289,175
1.598,1,11.69,11.69,15.69,move,0,0,1292,176
1.647,1,11.73,11.69,15.68,move,0,0,1294,177
1.678,1,11.58,11.69,15.65,move,0,0,1294,177
1.710,1,11.73,11.73,15.65,move,0,0,1295,176
1.741,1,11.64,11.64,15.61,move,0,0,1296,177
1.773,1,11.66,11.66,15.63,move,0,0,1295,176
1.807,1,11.59,11.64,15.61,move,0,0,1296,176
1.838,1,11.65,11.65,15.63,move,0,0,1297,176
1.870,1,11.59,11.59,15.57,move,0,0,1297,176
1.903,1,11.66,11.65,15.66,move,0,0,1297,176
1.934,1,11.65,11.65,15.67,move,0,0,1298,176
1.967,1,11.65,11.65,15.67,move,0,0,1298,176
1.998,1,11.61,11.65,15.66,move,0,0,1297,176
2.047,1,11.54,11.61,15.58,move,0,0,1296,177
2.078,1,11.39,11.54,15.52,move,0,0,1296,177
2.110,1,11.57,11.54,15.52,move,0,0,1295,177
2.143,1,11.44,11.44,15.38,move,0,0,1294,177
2.174,1,11.41,11.44,15.40,move,0,0,1294,177
2.206,1,11.29,11.41,15.36,move,0,0,1293,177
2.239,1,11.29,11.29,15.28,move,0,0,1293,177
2.271,1,11.29,11.29,15.28,move,0,0,1293,176
2.302,1,11.25,11.29,15.28,move,0,0,1292,176
2.335,1,11.26,11.26,15.25,move,0,0,1292,176
2.368,1,11.29,11.26,15.25,move,0,0,1292,176
2.399,1,11.22,11.26,15.29,move,0,0,1292,176
2.448,1,11.10,11.22,15.29,move,0,0,1293,176
2.477,1,11.21,11.21,15.27,move,0,0,1295,176
2.510,1,11.42,11.21,15.27,move,0,0,1296,176
2.543,1,11.19,11.21,15.27,move,0,0,1296,175
2.574,1,11.20,11.20,15.26,move,0,0,1296,175
2.606,1,11.21,11.20,15.23,move,0,0,1295,174
2.640,1,11.24,11.21,15.23,move,0,0,1295,174
2.670,1,11.15,11.21,15.21,move,0,0,1295,174
2.703,1,11.19,11.19,15.17,move,0,0,1296,174
2.735,1,11.21,11.19,15.17,move,0,0,1298,176
2.767,1,11.24,11.21,15.25,move,0,0,1301,179
2.799,1,11.33,11.24,15.25,move,0,0,1305,183
2.847,1,11.38,11.33,15.34,move,0,0,1310,188
2.878,1,11.25,11.33,15.34,move,0,0,1313,192
2.910,1,11.28,11.28,15.29,move,0,0,1318,198
2.942,1,11.41,11.28,15.29,move,0,0,1324,203
2.977,1,11.16,11.28,15.29,move,0,0,1329,208
3.007,1,11.55,11.41,15.48,move,0,0,1336,212
3.038,1,11.48,11.48,15.66,move,0,0,1341,217
3.071,1,11.48,11.48,15.66,move,0,0,1345,220
3.102,1,11.54,11.48,15.66,move,0,0,1350,223
3.135,1,11.64,11.54,15.77,move,0,0,1353,225
3.167,1,11.59,11.59,15.95,move,0,0,1354,226
3.198,1,11.56,11.59,15.95,move,0,0,1355,227
3.247,1,11.58,11.58,15.96,move,0,0,1355,227
3.279,1,11.75,11.58,15.96,move,0,0,1355,226
3.310,1,11.67,11.67,16.03,move,0,0,1354,226
3.343,1,11.55,11.67,16.03,move,0,0,1353,225
3.375,1,11.55,11.55,15.86,move,0,0,1352,225
3.407,1,11.52,11.55,15.85,move,0,0,1352,224
3.438,1,11.41,11.52,15.80,move,0,0,1351,224
3.471,1,11.37,11.41,15.65,move,0,0,1347,225
3.503,1,11.24,11.37,15.36,move,0,0,1335,231
3.537,1,10.96,11.24,15.19,move,0,0,1313,242
3.567,1,11.04,11.04,14.94,move,0,0,1289,255
3.599,1,10.96,10.96,14.94,move,0,0,1253,274
3.647,1,10.79,10.96,14.91,move,0,0,1222,290
3.679,1,11.35,10.96,14.98,move,0,0,1193,309
3.713,1,11.11,11.11,14.83,move,0,0,1164,324
3.743,1,11.15,11.15,14.92,move,0,0,1162,318
3.776,1,11.05,11.11,14.83,move,0,0,1162,318
3.839,1,10.79,11.05,14.82,move,0,0,1082,361
3.870,1,10.32,10.79,14.49,move,0,0,1082,361
3.903,1,10.07,10.32,14.01,move,0,0,1082,361
3.935,1,9.97,10.07,13.73,move,0,0,1082,361
3.967,1,9.95,9.97,13.58,move,0,0,1082,361
3.998,1,10.00,9.97,13.58,move,0,0,1082,361
4.050,1,9.84,9.95,13.55,move,0,0,1032,361
4.080,1,10.26,10.00,13.60,move,0,0,1032,361
4.110,1,9.94,9.94,13.43,move,0,0,1032,361
4.142,1,10.01,10.01,13.57,move,0,0,1032,361
4.174,1,9.80,9.94,13.35,move,0,0,1032,361
4.208,1,9.21,9.80,13.35,move,0,0,1032,361
4.239,1,9.04,9.21,12.65,move,0,0,1032,361
4.272,1,9.36,9.21,12.65,move,0,0,1032,361
4.303,1,9.63,9.36,12.86,move,0,0,1032,361
4.336,1,9.36,9.36,12.87,move,0,0,1032,361
4.367,1,9.93,9.63,13.18,move,0,0,1032,361
4.398,1,9.77,9.77,13.11,move,0,0,1032,361
4.447,1,9.94,9.93,13.11,move,0,0,1032,361
4.479,1,9.82,9.82,12.92,move,0,0,1032,361
4.511,1,9.34,9.82,12.48,move,0,0,1032,361
4.543,1,8.77,9.34,11.91,move,0,0,1032,361
4.575,1,8.43,8.77,11.36,move,0,0,1032,361
4.607,1,8.56,8.56,11.15,move,0,0,992,318
4.638,1,8.67,8.56,11.14,move,0,0,991,318
4.670,1,8.45,8.56,10.85,move,0,0,990,318
4.702,1,8.70,8.67,10.84,move,0,0,990,318
4.735,1,8.60,8.60,10.84,move,0,0,990,318
4.767,1,8.53,8.60,10.84,move,0,0,990,318
4.799,1,8.51,8.53,10.79,move,0,0,991,318
4.849,1,8.53,8.53,10.77,move,0,0,991,318
4.879,1,8.49,8.51,10.77,move,0,0,991,318
4.910,1,8.56,8.53,10.59,move,0,0,991,318
4.942,1,8.42,8.49,10.39,move,0,0,991,318
4.975,1,8.52,8.52,10.32,move,0,0,992,318
5.007,1,8.96,8.52,10.32,move,0,0,995,318
5.039,1,8.93,8.93,10.39,move,0,0,998,318
5.071,1,8.88,8.93,10.40,move,0,0,1000,318
5.102,1,9.26,8.93,10.52,move,0,0,1002,318
5.137,1,9.20,9.20,10.59,move,0,0,1003,318
5.169,1,8.61,9.20,10.52,move,0,0,1005,318
5.199,1,8.22,8.61,10.52,move,0,0,1007,318
5.247,1,8.29,8.29,10.52,move,0,0,1007,318
5.280,1,8.24,8.24,10.58,move,0,0,1007,318
5.310,1,8.39,8.29,10.61,move,0,0,1008,318
5.343,1,8.50,8.39,10.63,move,0,0,1008,318
5.375,1,8.52,8.50,10.67,move,0,0,1008,318
5.407,1,8.77,8.52,10.70,move,0,0,1008,318
5.439,1,8.48,8.52,10.67,move,0,0,1008,318
5.470,1,9.11,8.77,10.68,move,0,0,1008,318
5.504,1,8.43,8.48,10.66,move,0,0,1008,318
5.535,1,8.72,8.72,10.66,move,0,0,1008,318
5.568,1,8.87,8.72,10.66,move,0,0,1008,318
5.600,1,8.72,8.72,10.68,move,0,0,1008,318
5.649,1,8.15,8.72,10.68,move,0,0,1008,318
5.678,1,8.17,8.17,10.64,move,0,0,1008,318
5.713,1,8.02,8.15,10.63,move,0,0,1008,318
5.742,1,8.23,8.17,10.64,move,0,0,1008,318
5.774,1,8.07,8.07,10.61,move,0,0,1008,318
5.808,1,7.88,8.07,10.66,move,0,0,1008,318
5.839,1,8.31,8.07,10.64,move,0,0,1009,318
5.872,1,7.68,7.88,10.64,move,0,0,1010,318
5.903,1,8.14,8.14,10.59,move,0,0,1011,318
5.937,1,8.24,8.14,10.59,move,0,0,1012,318
5.968,1,7.97,8.14,10.60,move,0,0,1013,318
6.000,1,7.84,7.97,10.60,move,0,0,1014,318
6.047,1,8.08,7.97,10.60,move,0,0,1016,318
6.079,1,7.67,7.84,10.45,move,0,0,1017,318
6.110,1,7.77,7.77,10.30,move,0,0,1020,318
6.143,1,7.05,7.67,10.04,move,0,0,1024,318
6.175,1,6.74,7.05,9.67,move,0,0,1032,318
6.206,1,6.85,6.85,9.67,move,0,0,1044,318
6.241,1,6.74,6.74,10.20,move,0,0,1070,318
6.272,1,6.47,6.74,10.20,move,0,0,1078,318
6.305,1,6.85,6.74,9.79,move,0,0,1124,228
6.336,1,6.72,6.72,9.79,move,0,0,1156,213
6.368,1,6.81,6.81,9.84,move,0,0,1188,200
6.400,1,7.00,6.81,10.16,move,0,0,1221,191
6.447,1,7.01,7.00,10.22,move,0,0,1252,186
6.478,1,7.40,7.01,10.29,move,0,0,1277,181
6.510,1,7.45,7.40,10.82,move,0,0,1308,178
6.542,1,7.99,7.45,10.95,move,0,0,1334,173
6.574,1,8.17,7.99,11.53,move,0,0,1359,172
6.607,1,8.39,8.17,11.56,move,0,0,1383,175
6.638,1,8.46,8.39,11.56,move,0,0,1408,182
6.671,1,8.36,8.39,11.43,move,0,0,1434,191
6.702,1,8.37,8.37,10.99,move,0,0,1455,205
6.748,1,8.28,8.36,10.98,move,0,0,1473,223
6.768,1,7.60,8.28,10.31,move,0,0,1495,241
6.800,1,6.54,7.60,9.04,move,0,0,1526,264
6.849,1,5.13,6.54,7.72,move,0,0,1553,280
6.879,1,3.30,5.13,7.66,move,0,0,1585,319
6.912,1,5.74,5.13,2.67,move,0,0,1588,341
6.943,1,4.20,4.20,2.67,move,0,0,1596,363
6.976,1,7.53,5.74,8.80,move,0,0,1615,387
7.005,1,8.74,7.53,12.17,move,0,0,1630,413
7.039,1,10.19,8.74,13.50,move,0,0,1633,439
7.076,1,11.96,10.19,15.10,move,0,0,1638,458
7.105,1,11.91,11.91,16.78,move,0,0,1639,470
7.136,1,12.42,11.96,16.95,move,0,0,1636,483
7.167,1,12.02,12.02,17.35,move,0,0,1633,495
7.200,1,12.35,12.35,17.49,move,0,0,1628,503
7.247,1,12.39,12.35,17.46,move,0,0,1620,506
7.278,1,12.66,12.39,17.57,move,0,0,1617,505
7.310,1,11.99,12.39,17.46,move,0,0,1612,502
7.346,1,11.87,11.99,16.76,move,0,0,1610,500
7.376,1,11.69,11.87,16.51,move,0,0,1609,499
7.407,1,11.25,11.69,16.19,move,0,0,1607,496
7.440,1,11.45,11.45,15.76,move,0,0,1606,493
7.471,1,11.42,11.42,15.76,move,0,0,1606,491
7.504,1,11.36,11.42,15.76,move,0,0,1607,489
7.536,1,11.50,11.42,15.79,move,0,0,1608,486
7.567,1,11.86,11.50,15.97,move,0,0,1613,484
7.599,1,11.54,11.54,16.21,move,0,0,1619,483
7.646,1,11.43,11.54,16.21,move,0,0,1624,476
7.680,1,11.32,11.43,16.08,move,0,0,1630,467
7.711,1,10.96,11.32,15.63,move,0,0,1639,461
7.744,1,10.85,10.96,15.54,move,0,0,1645,450
7.775,1,10.86,10.86,15.50,move,0,0,1656,442
7.807,1,11.36,10.86,15.50,move,0,0,1663,434
7.870,1,11.10,11.10,15.58,move,0,0,1674,421
7.902,1,11.15,11.15,15.58,move,0,0,1676,415
7.935,1,10.81,11.10,15.37,move,0,0,1679,410
7.967,1,11.17,11.15,15.37,move,0,0,1681,406
7.998,1,11.02,11.02,15.25,move,0,0,1684,404
8.048,1,10.73,11.02,15.25,move,0,0,1680,400
8.079,1,10.67,10.73,14.81,move,0,0,1676,398
8.110,1,10.98,10.73,14.81,move,0,0,1672,394
8.143,1,10.83,10.83,15.01,move,0,0,1670,392
8.175,1,10.60,10.83,15.01,move,0,0,1668,391
8.207,1,10.51,10.60,14.76,move,0,0,1670,394
8.238,1,10.43,10.51,14.70,move,0,0,1670,394
8.273,1,10.35,10.43,14.44,move,0,0,1670,394
8.302,1,10.24,10.35,14.42,move,0,0,1669,394
8.335,1,10.06,10.24,14.23,move,0,0,1668,394
8.368,1,10.27,10.24,14.23,move,0,0,1668,393
8.400,1,10.06,10.06,14.17,move,0,0,1664,389
8.447,1,10.17,10.17,14.23,move,0,0,1661,387
8.480,1,9.76,10.06,14.17,move,0,0,1659,383
8.510,1,9.79,9.79,14.01,move,0,0,1658,382
8.542,1,9.52,9.76,13.82,move,0,0,1656,378
8.574,1,8.81,9.52,13.82,move,0,0,1658,371
8.607,1,8.64,8.81,13.30,move,0,0,1656,362
8.638,1,8.19,8.64,12.99,move,0,0,1653,352
8.671,1,6.70,8.19,12.61,move,0,0,1642,338
8.705,1,5.10,6.70,10.57,move,0,0,1638,325
8.735,1,4.99,5.10,6.85,move,0,0,1625,312
8.768,1,5.07,5.07,6.59,move,0,0,1616,302
8.800,1,5.61,5.07,5.82,move,0,0,1619,300
8.847,1,5.59,5.59,5.42,move,0,0,1608,298
8.878,1,5.66,5.61,5.28,move,0,0,1603,293
8.910,1,5.59,5.59,5.28,move,0,0,1602,291
8.943,1,5.58,5.59,5.28,move,0,0,1603,291
8.975,1,5.62,5.59,5.19,move,0,0,1603,292
9.007,1,5.77,5.62,5.19,move,0,0,1610,294
9.039,1,5.32,5.62,5.19,move,0,0,1613,296
9.071,1,5.33,5.33,4.51,move,0,0,1613,297
9.102,1,5.46,5.33,4.51,move,0,0,1612,296
9.135,1,5.50,5.46,4.74,move,0,0,1613,296
9.167,1,5.27,5.46,4.74,move,0,0,1612,296
9.199,1,5.38,5.38,4.67,move,0,0,1612,296
9.249,1,5.66,5.38,4.67,move,0,0,1612,295
9.278,1,5.60,5.60,4.96,move,0,0,1612,295
9.310,1,5.01,5.60,4.96,move,0,0,1613,294
9.342,1,4.89,5.01,4.69,move,0,0,1609,290
9.375,1,5.05,5.01,4.46,move,0,0,1607,288
9.407,1,5.11,5.05,4.46,move,0,0,1606,288
9.439,1,5.07,5.07,4.50,move,0,0,1604,286
9.470,1,4.92,5.07,4.69,move,0,0,1603,284
9.503,1,4.76,4.92,4.69,move,0,0,1602,283
9.535,1,5.05,4.92,4.69,move,0,0,1600,283
9.567,1,5.00,5.00,4.63,move,0,0,1600,282
9.598,1,4.82,5.00,4.60,move,0,0,1598,280
9.647,1,5.02,5.00,4.48,move,0,0,1595,279
9.678,1,5.01,5.01,4.48,move,0,0,1593,277
9.711,1,5.14,5.02,4.78,move,0,0,1592,275
9.742,1,5.14,5.14,4.84,move,0,0,1591,274
9.776,1,5.04,5.14,4.84,move,0,0,1591,274
9.807,1,5.08,5.08,4.84,move,0,0,1590,273
9.838,1,5.14,5.08,4.84,move,0,0,1590,273
9.870,1,5.23,5.14,4.96,move,0,0,1591,273
9.903,1,5.38,5.23,5.08,move,0,0,1591,273
9.935,1,5.46,5.38,5.13,move,0,0,1591,273
9.968,1,5.41,5.41,5.25,move,0,0,1591,273
10.000,1,5.40,5.41,5.29,move,0,0,1592,273
10.048,1,5.39,5.40,5.25,move,0,0,1593,275
10.079,1,5.29,5.39,5.04,move,0,0,1594,275
10.110,1,5.38,5.38,4.90,move,0,0,1594,275
10.143,1,5.36,5.36,4.90,move,0,0,1594,275
10.174,1,5.01,5.36,4.89,move,0,0,1594,276
10.209,1,4.92,5.01,4.87,move,0,0,1593,276
10.239,1,5.05,5.01,4.82,move,0,0,1590,276
10.271,1,5.44,5.05,4.82,move,0,0,1585,275
10.303,1,5.49,5.44,4.82,move,0,0,1581,273
10.335,1,5.42,5.44,4.92,move,0,0,1574,270
10.367,1,5.56,5.49,4.78,move,0,0,1570,269
10.398,1,5.53,5.53,4.85,move,0,0,1567,268
10.447,1,5.49,5.53,4.85,move,0,0,1566,268
10.478,1,5.58,5.53,5.05,move,0,0,1565,268
10.511,1,5.63,5.58,5.08,move,0,0,1565,268
10.542,1,5.67,5.63,5.10,move,0,0,1566,268
10.576,1,5.70,5.67,5.29,move,0,0,1567,268
10.607,1,5.88,5.70,5.29,move,0,0,1568,269
10.642,1,5.71,5.71,5.29,move,0,0,1569,269
10.671,1,5.47,5.71,5.54,move,0,0,1570,269
10.702,1,5.44,5.47,5.61,move,0,0,1573,271
10.734,1,5.23,5.44,5.61,move,0,0,1575,272
10.767,1,5.18,5.23,5.72,move,0,0,1577,273
10.799,1,5.10,5.18,5.75,move,0,0,1579,275
10.848,1,5.14,5.14,5.75,move,0,0,1579,275
10.878,1,5.48,5.14,5.55,move,0,0,1577,275
10.910,1,5.48,5.48,5.41,move,0,0,1575,274
10.942,1,5.47,5.48,5.33,move,0,0,1572,271
10.975,1,5.38,5.47,5.33,move,0,0,1565,266
11.007,1,5.19,5.38,5.33,move,0,0,1559,258
11.039,1,5.24,5.24,5.07,move,0,0,1546,247
11.070,1,5.82,5.24,4.48,move,0,0,1538,240
11.103,1,6.25,5.82,4.83,move,0,0,1533,233
11.134,1,6.64,6.25,4.83,move,0,0,1526,230
11.167,1,7.19,6.64,5.00,move,0,0,1510,225
11.198,1,6.81,6.81,5.18,move,0,0,1495,214
11.248,1,6.53,6.81,5.23,move,0,0,1475,202
11.278,1,5.82,6.53,5.42,move,0,0,1460,194
11.310,1,5.95,5.95,5.49,move,0,0,1451,188
11.342,1,5.98,5.95,5.69,move,0,0,1442,182
11.374,1,6.02,5.98,5.73,move,0,0,1437,177
11.407,1,6.33,6.02,5.75,move,0,0,1437,176
11.440,1,6.42,6.33,5.91,move,0,0,1434,175
11.471,1,6.46,6.42,6.13,move,0,0,1432,173
11.502,1,6.43,6.43,6.13,move,0,0,1427,172
11.534,1,6.32,6.43,6.11,move,0,0,1425,171
11.567,1,6.44,6.43,6.11,move,0,0,1427,172
11.600,1,6.48,6.44,6.12,move,0,0,1427,172
11.648,1,6.44,6.44,6.12,move,0,0,1428,171
11.678,1,6.64,6.48,6.16,move,0,0,1426,171
11.713,1,6.49,6.49,6.11,move,0,0,1426,171
11.742,1,6.84,6.64,6.19,move,0,0,1425,171
11.775,1,6.58,6.58,6.27,move,0,0,1426,171
11.807,1,6.88,6.84,6.31,move,0,0,1426,171
11.838,1,7.02,6.88,6.38,move,0,0,1427,172
11.871,1,6.94,6.94,6.61,move,0,0,1428,172
11.903,1,6.82,6.94,6.61,move,0,0,1426,173
11.935,1,6.72,6.82,6.48,move,0,0,1422,173
11.967,1,6.52,6.72,6.20,move,0,0,1421,173
11.999,1,6.37,6.52,5.92,move,0,0,1418,172
12.049,1,6.54,6.52,5.63,move,0,0,1419,175
12.078,1,6.78,6.54,5.42,move,0,0,1421,173
12.110,1,6.56,6.56,5.07,move,0,0,1422,170
12.143,1,6.00,6.56,4.78,move,0,0,1418,162
12.174,1,4.67,6.00,4.54,move,0,0,1412,160
12.207,1,4.88,4.88,4.34,move,0,0,1407,160
12.238,1,5.32,4.88,4.34,move,0,0,1401,159
12.270,1,5.60,5.32,5.00,move,0,0,1395,162
12.304,1,5.91,5.60,5.56,move,0,0,1388,162
12.335,1,6.26,5.91,5.87,move,0,0,1384,160
12.367,1,6.46,6.26,6.34,move,0,0,1378,161
12.400,1,6.50,6.46,6.60,move,0,0,1377,160
12.447,1,6.47,6.47,6.64,move,0,0,1374,159
12.479,1,6.64,6.50,6.75,move,0,0,1371,155
12.512,1,6.79,6.64,6.91,move,0,0,1367,153
12.543,1,6.86,6.79,7.55,move,0,0,1362,151
12.574,1,7.13,6.86,8.02,move,0,0,1358,150
12.607,1,6.68,6.86,8.39,move,0,0,1354,148
12.638,1,6.97,6.97,8.45,move,0,0,1352,145
12.670,1,7.31,6.97,8.45,move,0,0,1349,143
12.702,1,7.47,7.31,8.31,move,0,0,1342,142
12.734,1,7.32,7.32,8.24,move,0,0,1340,139
12.767,1,7.48,7.47,8.31,move,0,0,1339,138
12.802,1,7.41,7.41,8.41,move,0,0,1340,136
12.848,1,7.48,7.48,8.44,move,0,0,1341,132
12.878,1,7.58,7.48,8.58,move,0,0,1340,131
12.910,1,7.31,7.48,8.44,move,0,0,1339,131
12.944,1,7.05,7.31,8.40,move,0,0,1338,129
12.974,1,7.01,7.05,8.40,move,0,0,1338,125
13.007,1,7.12,7.05,8.84,move,0,0,1337,120
13.038,1,7.38,7.12,9.09,move,0,0,1339,122
13.070,1,7.68,7.38,9.37,move,0,0,1341,122
13.103,1,7.79,7.68,9.72,move,0,0,1340,124
13.134,1,8.07,7.79,9.82,move,0,0,1340,125
13.167,1,8.26,8.07,10.26,move,0,0,1340,127
13.199,1,8.33,8.26,10.67,move,0,0,1340,127
13.248,1,8.51,8.33,11.02,move,0,0,1342,129
13.278,1,8.52,8.51,11.35,move,0,0,1343,129
13.309,1,8.59,8.52,11.40,move,0,0,1343,131
13.341,1,8.50,8.52,11.40,move,0,0,1343,132
13.375,1,8.64,8.59,11.47,move,0,0,1343,134
13.407,1,8.71,8.64,11.52,move,0,0,1342,136
13.440,1,8.79,8.71,11.55,move,0,0,1344,139
13.470,1,8.51,8.71,11.70,move,0,0,1344,143
13.502,1,8.08,8.51,11.70,move,0,0,1344,149
13.537,1,7.63,8.08,11.68,move,0,0,1345,156
13.568,1,7.33,7.63,11.28,move,0,0,1347,164
13.600,1,7.16,7.33,11.01,move,0,0,1348,170
13.647,1,6.89,7.16,10.98,move,0,0,1350,181
13.678,1,6.19,6.89,10.63,move,0,0,1352,190
13.710,1,5.93,6.19,9.86,move,0,0,1356,195
13.742,1,6.00,6.00,9.00,keyboard,0,0,1358,204
13.775,1,5.80,5.93,8.78,move,0,0,1358,211
13.810,1,5.19,5.80,8.73,keyboard,0,0,1362,206
13.840,1,5.40,5.40,8.73,keyboard,0,0,1359,211
13.871,1,4.92,5.19,8.52,keyboard,0,0,1360,212
13.903,1,4.92,4.92,8.52,keyboard,0,0,1361,212
13.934,1,5.22,4.92,8.52,keyboard,0,0,1360,215
13.967,1,5.55,5.22,9.30,keyboard,0,0,1358,217
13.998,1,5.60,5.55,9.95,keyboard,0,0,1358,218
14.048,1,5.51,5.55,10.19,keyboard,0,0,1359,220
14.078,1,5.67,5.60,10.29,keyboard,0,0,1359,221
14.112,1,5.85,5.67,10.57,keyboard,0,0,1359,222
14.144,1,5.97,5.85,11.01,move,0,0,1360,224
14.176,1,6.13,5.97,11.18,move,0,0,1360,224
14.207,1,6.48,6.13,11.39,move,0,0,1360,226
14.241,1,6.54,6.48,11.70,move,0,0,1360,226
14.271,1,7.15,6.54,11.71,move,0,0,1358,227
14.303,1,7.64,7.15,12.28,move,0,0,1357,228
14.335,1,8.49,7.64,12.51,move,0,0,1354,228
14.367,1,9.28,8.49,13.27,move,0,0,1352,227
14.399,1,9.96,9.28,13.90,move,0,0,1350,226
14.447,1,10.76,9.96,14.56,move,0,0,1345,228
14.478,1,10.87,10.76,15.19,move,0,0,1343,229
14.510,1,10.64,10.76,15.19,move,0,0,1341,230
14.543,1,11.48,10.87,15.24,move,0,0,1340,231
14.575,1,11.79,11.48,16.19,move,0,0,1337,234
14.607,1,12.16,11.79,16.50,move,0,0,1336,234
14.639,1,12.10,12.10,16.71,move,0,0,1334,236
14.671,1,12.57,12.16,16.95,move,0,0,1334,236
14.702,1,12.14,12.14,16.95,move,0,0,1333,237
14.734,1,12.64,12.57,17.48,move,0,0,1333,237
14.767,1,12.50,12.50,17.49,move,0,0,1334,237
14.798,1,12.07,12.50,17.49,move,0,0,1337,236
14.846,1,12.04,12.07,16.94,move,0,0,1348,232
14.878,1,12.87,12.07,16.94,move,0,0,1365,224
14.910,1,12.47,12.47,16.93,move,0,0,1385,211
14.943,1,12.59,12.59,17.17,move,0,0,1409,198
14.974,1,12.23,12.47,16.93,move,0,0,1431,181
15.008,1,11.52,12.23,16.60,move,0,0,1453,166
15.038,1,11.85,11.85,16.35,move,0,0,1476,153
15.070,1,11.98,11.85,15.99,move,0,0,1501,136
15.102,1,11.20,11.85,15.99,move,0,0,1529,126
15.134,1,10.89,11.20,15.34,move,0,0,1558,115
15.167,1,10.69,10.89,14.88,move,0,0,1594,109
15.198,1,10.96,10.89,14.70,move,0,0,1625,103
15.247,1,10.58,10.69,14.67,move,0,0,1656,103
15.279,1,10.74,10.74,14.70,move,0,0,1686,98
15.310,1,10.72,10.72,14.86,move,0,0,1707,97
15.342,1,10.82,10.74,14.86,move,0,0,1724,94
15.374,1,10.78,10.78,14.65,move,0,0,1738,94
15.407,1,10.27,10.78,14.54,move,0,0,1752,92
15.439,1,10.08,10.27,13.95,move,0,0,1763,91
15.470,1,10.08,10.08,13.82,move,0,0,1772,90
15.502,1,9.89,10.08,13.79,move,0,0,1781,90
15.534,1,9.73,9.89,13.54,move,0,0,1789,88
15.567,1,9.60,9.73,13.42,move,0,0,1795,87
15.599,1,9.58,9.60,13.08,move,0,0,1801,87
15.647,1,9.59,9.59,13.08,move,0,0,1808,85
15.678,1,9.25,9.58,13.00,move,0,0,1812,83
15.710,1,9.05,9.25,12.72,move,0,0,1820,80
15.742,1,8.90,9.05,12.42,move,0,0,1825,80
15.774,1,8.82,8.90,12.33,move,0,0,1828,80
15.807,1,8.82,8.82,12.33,move,0,0,1829,79
15.839,1,8.88,8.82,12.34,move,0,0,1830,78
15.870,1,8.59,8.82,12.34,move,0,0,1827,75
15.903,1,8.25,8.59,11.92,move,0,0,1821,71
15.935,1,8.04,8.25,11.38,move,0,0,1811,67
15.967,1,7.64,8.04,11.11,move,0,0,1800,65
15.998,1,7.76,7.76,10.85,move,0,0,1788,63
16.047,1,7.72,7.72,10.80,move,0,0,1776,59
16.078,1,7.79,7.76,10.85,move,0,0,1766,58
16.110,1,7.80,7.79,11.07,move,0,0,1758,56
16.142,1,7.81,7.80,11.08,move,0,0,1752,56
